Id,SalePrice
1461,121162.78540981036
1462,160309.0289542214
1463,187596.82563018505
1464,201059.56395535174
1465,202241.8986237748
1466,174850.04244193865
1467,185456.41495836584
1468,163119.35991365474
1469,196023.90872787737
1470,117459.55101485112
1471,191394.84798821475
1472,97335.59161583809
1473,95687.60129973073
1474,144302.032606572
1475,109272.24742334412
1476,359071.2426582864
1477,255672.96127078697
1478,289135.9851990601
1479,284462.15291060077
1480,499098.26842932415
1481,341856.2666273446
1482,211358.31232861846
1483,183250.81884572696
1484,163313.33406371993
1485,183366.58525767198
1486,193193.77883432643
1487,333747.74263399484
1488,232148.02789103327
1489,198428.00834953118
1490,244583.09761904585
1491,195883.16668456316
1492,99370.78445300527
1493,193664.7676936278
1494,292924.5612609287
1495,288040.7659338065
1496,241814.65192411968
1497,185157.78570814655
1498,170664.51170685914
1499,160501.33742926928
1500,155024.50731404996
1501,178743.11888093274
1502,144643.6041533717
1503,294850.5267959587
1504,246180.73089573492
1505,231508.20336385953
1506,192295.2717067285
1507,258737.86709531632
1508,205072.44094287817
1509,164170.59855906604
1510,144591.0233459453
1511,158422.66502640405
1512,182192.55295559682
1513,148018.99863111865
1514,158921.23580489054
1515,194663.12183378745
1516,151155.72470919235
1517,176658.29581832528
1518,133559.90320113234
1519,214719.23277194024
1520,128824.42812038021
1521,135939.1097895436
1522,172143.81499760583
1523,112678.6536749228
1524,130663.80125562915
1525,122131.55226121256
1526,111225.84977863064
1527,109896.73545750654
1528,138150.30710639816
1529,148489.87452673278
1530,191765.84869534324
1531,107517.04360116117
1532,94909.57786227706
1533,150552.11432521205
1534,134953.17419290895
1535,148805.15241640105
1536,106896.96224037284
1537,60855.98022846892
1538,150903.66282191893
1539,190527.1078025121
1540,99053.17738360554
1541,137800.54000144755
1542,143799.03011907783
1543,182793.16112010364
1544,90445.10201367387
1545,114906.07108502078
1546,134843.90702339925
1547,131565.58849997714
1548,135698.1105272923
1549,116964.99452763729
1550,133461.98379163773
1551,109480.0907000089
1552,136851.53439954185
1553,142694.2227857667
1554,119665.58015838901
1555,166123.86911073033
1556,82940.85829892686
1557,109320.8712604125
1558,98949.96414841738
1559,64138.797446812925
1560,132073.91851587003
1561,126754.93910968563
1562,128262.54710624708
1563,116945.690204408
1564,161490.7433100119
1565,145970.89421384124
1566,245639.0477662971
1567,80459.68899010248
1568,246141.75338311112
1569,127295.103685444
1570,137597.95454446808
1571,119140.20145488354
1572,146158.80613677023
1573,230290.20062688304
1574,118108.09416595484
1575,224263.70982438343
1576,255888.12923891473
1577,176386.1394960227
1578,148152.2288495997
1579,143741.83047845543
1580,195101.07322633362
1581,156950.11388022284
1582,122675.48410336164
1583,297715.40191180486
1584,224199.98631537444
