Id,SalePrice
1461,120408.90798056962
1462,152584.8165539663
1463,185114.04684040212
1464,198356.68816461094
1465,187066.35035208226
1466,172796.4187696008
1467,175351.90344858536
1468,164274.7225718888
1469,191480.9903621329
1470,119902.91257648211
1471,187231.82222706737
1472,96092.22148234841
1473,94938.98382122864
1474,149273.73493367666
1475,121996.27194966261
1476,365714.7874625045
1477,249947.37929774763
1478,290210.7028556077
1479,288250.9049585366
1480,524573.1050309625
1481,323560.8874629665
1482,204187.7758367435
1483,173861.38333179714
1484,165750.38031552653
1485,178185.78944314274
1486,194168.68091475475
1487,340110.81461849384
1488,239209.54873099385
1489,202779.48875447988
1490,229205.74613109042
1491,190667.36764874685
1492,92337.82104665105
1493,182701.52095804067
1494,290400.205425778
1495,285637.7633949078
1496,238067.41090352257
1497,185120.00777644865
1498,167015.00307763892
1499,162606.54677449405
1500,155504.3793006987
1501,177186.4660029217
1502,151269.4401324725
1503,290428.0828074912
1504,244681.68755108622
1505,229397.5617421561
1506,187515.91704066395
1507,254030.70893808594
1508,195345.81859123815
1509,163333.02810811967
1510,146358.01018894024
1511,146541.61668106465
1512,171421.44860168407
1513,145441.6633321463
1514,154520.2203055574
1515,193277.87094762133
1516,149469.42880794092
1517,166832.1672789143
1518,132462.8078260851
1519,220806.04347840132
1520,132380.18849628433
1521,134160.0435133433
1522,174606.0481954879
1523,113892.82924155604
1524,121789.56595385866
1525,123781.80925695236
1526,113198.78734574564
1527,108820.19265232928
1528,133413.29276535293
1529,148278.28343313315
1530,183499.77823760072
1531,106339.46952429654
1532,99196.15040019606
1533,143329.1702665993
1534,120247.75295548305
1535,148120.77715864038
1536,106237.8036914223
1537,41329.36495215089
1538,151190.96744046087
1539,186894.9962225516
1540,94692.79535306056
1541,137524.73469507447
1542,136737.56759077316
1543,195841.29980347765
1544,82750.13330264036
1545,112159.28067631766
1546,126472.05055962976
1547,127511.79480499808
1548,136467.6899461434
1549,116509.59116983245
1550,135359.92094843768
1551,108937.64747156396
1552,137152.60369684195
1553,146361.0821877357
1554,120122.33558573677
1555,164988.997370382
1556,82613.43576624429
1557,102107.04919591134
1558,95551.62157318226
1559,80726.84871735454
1560,130725.31022543852
1561,132346.1786722181
1562,130337.04142914743
1563,122294.68392593412
1564,157695.38173753052
1565,149458.85793383257
1566,241761.63754432628
1567,77286.20681194069
1568,232461.87985621003
1569,128675.86741729335
1570,136701.5687018955
1571,116061.83967007177
1572,144672.41376296678
1573,250967.19572310793
1574,122221.34143885357
1575,227594.63119697684
1576,236412.50896555465
1577,187772.21801805653
1578,146032.2076243994
1579,142426.97220265536
1580,192380.02003607524
