Id,SalePrice
1461,118104.80386261613
1462,161843.42094994843
1463,181762.35715664644
1464,196649.97202536446
1465,190152.80218079733
1466,170139.18500743603
1467,181431.0543891882
1468,162488.21787647865
1469,192829.90607852416
1470,119629.9026126158
1471,193342.32688236298
1472,99782.71514756404
1473,98167.28368386743
1474,148686.66636061994
1475,115307.68637000385
1476,352546.2660781167
1477,248263.51942317115
1478,282160.36113553034
1479,278442.9486803474
1480,500315.0870722738
1481,325718.7946393224
1482,207409.14385425515
1483,176571.68397496897
1484,165211.4404191453
1485,179692.0299664509
1486,195945.15078384525
1487,322857.30035354453
1488,236071.337278718
1489,197117.76325775083
1490,234908.49999923704
1491,194927.83836963924
1492,95605.86522410222
1493,181561.7916674712
1494,281769.0851494459
1495,285564.1473620564
1496,237427.86984748437
1497,183324.21584402645
1498,168343.26782411244
1499,162327.7655833169
1500,157154.30341998572
1501,178485.00317694343
1502,151201.95977389754
1503,272903.49307215423
1504,241815.76066829643
1505,228946.5947488566
1506,191629.9671788526
1507,260433.5447695197
1508,199998.69138713853
1509,159273.99408325774
1510,146138.96241281385
1511,151292.56560562723
1512,178715.2680313449
1513,148410.91782783944
1514,156315.52249052044
1515,201852.4839465307
1516,150870.627794633
1517,171608.54614719472
1518,132604.72126834776
1519,219104.60565659712
1520,130743.39098916804
1521,132665.02478055473
1522,177387.35849339995
1523,113814.36552776117
1524,119972.66765925518
1525,124267.09087340806
1526,111986.54197963321
1527,110008.3356723627
1528,136521.37468437164
1529,143703.54992890067
1530,186503.23886698415
1531,110021.57736368844
1532,98756.71203551424
1533,153036.38359069778
1534,121835.53225207696
1535,152449.99453907282
1536,109312.81263407218
1537,64300.312286326945
1538,148901.3966198767
1539,186762.33199133523
1540,96726.77451637643
1541,132406.1251983204
1542,142753.34649169008
1543,193113.4739130828
1544,88797.6907435312
1545,117151.64462605363
1546,133646.2471240768
1547,129610.57531186148
1548,135239.71807866864
1549,118560.930196055
1550,135948.69556206974
1551,109955.81849788346
1552,140016.3178523693
1553,142665.24941003125
1554,124114.83551225069
1555,169341.67604877
1556,89139.52085543354
1557,107117.57187388474
1558,100992.90825884925
1559,71457.4451285002
1560,135953.96938584308
1561,126211.9509203917
1562,130882.4128263906
1563,120464.00132049673
1564,164142.74217337824
1565,150335.45302705144
1566,245329.3393817673
1567,79438.41967756714
1568,242445.65746615196
1569,126561.03232929116
1570,136921.03778037132
1571,116808.62717026219
1572,145147.3658420134
1573,247601.4224012846
1574,124614.27482637182
1575,237538.6421967719
1576,252222.1440516982
1577,178828.1164083072
1578,140225.8848596688
1579,147761.26169117147
1580,190701.54883462546
1581,152123.87860957923
1582,125568.5678061459
1583,306101.5067153787
